Company,TypeName,Inches,Cpu,Ram,Gpu,Weight,IsFullHD,IsIPS,IsTouchscreen,IsRetina,ResolutionWidth,ResolutionHeight,IsHDD,IsSSD,IsFlashStorage,FlashStorage,MemorySizeHDD_TB,MemorySizeHDD_GB,MemorySizeSSD,CpuSpeed,CpuBrand,GpuBrand,OperatingSystem
0,3,15.6,97,8,72,2.2,1,0,0,0,1920,1080,0,1,0,0.0,0.0,0.0,256.0,2.7,1,3,3
16,3,15.6,74,8,53,2.0,1,1,0,0,1920,1080,0,1,0,0.0,0.0,0.0,256.0,2.5,1,2,3
4,1,15.6,102,16,79,2.65,0,1,0,0,3840,2160,1,1,0,0.0,1.0,0.0,512.0,2.8,1,3,3
0,3,14.0,112,4,42,1.6,0,0,0,0,1366,768,0,0,1,128.0,0.0,0.0,0.0,1.6,1,2,3
4,4,13.3,83,4,7,1.4,1,1,0,0,1920,1080,0,1,0,0.0,0.0,0.0,256.0,1.6,1,0,3
4,3,15.6,83,8,6,2.2,1,0,0,0,1920,1080,1,0,0,0.0,1.0,0.0,0.0,1.6,1,0,3
4,1,15.6,102,8,78,2.62,1,0,0,0,1920,1080,1,0,0,0.0,1.0,0.0,0.0,2.8,1,3,3
2,1,17.3,77,8,75,3.0,1,0,0,0,1920,1080,1,1,0,0.0,1.0,0.0,128.0,2.5,1,3,3
7,1,17.3,102,12,37,3.74,1,1,0,0,1920,1080,1,0,0,0.0,1.0,0.0,0.0,2.8,1,0,3
7,3,14.0,74,4,53,1.64,0,0,0,0,1366,768,0,1,0,0.0,0.0,0.0,256.0,2.5,1,2,3
2,1,15.6,102,8,76,2.5,1,1,0,0,1920,1080,1,0,0,0.0,1.0,0.0,0.0,2.8,1,3,0
7,4,13.3,47,16,46,1.16,0,1,1,0,3200,1800,0,1,0,0.0,0.0,0.0,512.0,1.2,1,2,3
2,1,15.6,102,8,75,2.5,1,0,0,0,1920,1080,0,1,0,0.0,0.0,0.0,256.0,2.8,1,3,3
4,3,15.6,78,4,53,1.93,0,0,0,0,1366,768,1,0,0,0.0,0.0,500.0,0.0,2.6,1,2,3
0,3,15.6,113,4,44,2.1,0,0,0,0,1366,768,1,0,0,0.0,1.0,0.0,0.0,1.1,1,2,3
10,0,14.0,74,8,53,1.42,0,1,1,0,2560,1440,0,1,0,0.0,0.0,0.0,256.0,2.5,1,2,3
7,3,17.3,83,8,61,2.5,1,0,0,0,1920,1080,0,1,0,0.0,0.0,0.0,256.0,1.6,1,2,3
10,3,14.0,34,2,40,1.5,0,0,0,0,1366,768,0,0,1,64.0,0.0,0.0,0.0,1.6,1,2,3
4,3,15.6,106,8,72,2.16,1,1,0,0,1920,1080,0,1,0,0.0,0.0,0.0,512.0,1.8,1,3,3
10,1,15.6,102,8,79,3.2,1,1,0,0,1920,1080,1,1,0,0.0,1.0,0.0,256.0,2.8,1,3,3
4,1,15.6,77,8,75,2.56,1,0,0,0,1920,1080,0,1,0,0.0,0.0,0.0,256.0,2.5,1,3,3
7,3,13.3,74,8,53,1.49,1,0,0,0,1920,1080,0,1,0,0.0,0.0,0.0,256.0,2.5,1,2,3
2,1,17.3,102,16,79,2.9,1,0,0,0,1920,1080,1,1,0,0.0,1.0,0.0,256.0,2.8,1,3,3
0,3,15.6,59,4,53,2.4,0,0,0,0,1366,768,1,0,0,0.0,1.0,0.0,0.0,2.4,1,2,3
10,0,13.3,97,8,53,1.37,1,1,1,0,1920,1080,0,1,0,0.0,0.0,0.0,256.0,2.7,1,2,3
7,3,14.0,68,8,47,1.43,1,0,0,0,1920,1080,0,1,0,0.0,0.0,0.0,256.0,2.3,1,2,3
3,3,15.6,30,4,40,1.89,1,0,0,0,1920,1080,0,0,1,64.0,0.0,0.0,0.0,1.44,1,2,3
7,3,15.6,78,8,32,1.84,1,0,0,0,1920,1080,0,1,0,0.0,0.0,0.0,256.0,2.6,1,0,3
16,3,15.6,89,8,47,2.2,1,1,0,0,1920,1080,0,1,0,0.0,0.0,0.0,256.0,2.5,1,2,3
10,4,14.0,91,12,47,1.4,1,0,0,0,1920,1080,0,1,0,0.0,0.0,0.0,512.0,2.6,1,2,3
10,0,14.0,91,8,106,1.8,1,1,1,0,1920,1080,0,1,0,0.0,0.0,0.0,512.0,2.6,1,3,3
4,3,15.6,106,16,7,2.02,1,0,0,0,1920,1080,1,1,0,0.0,2.0,0.0,256.0,1.8,1,0,1
2,3,15.6,34,4,40,2.2,0,0,0,0,1366,768,1,0,0,0.0,0.0,500.0,0.0,1.6,1,2,3
4,3,15.6,74,4,72,2.18,1,0,0,0,1920,1080,1,1,0,0.0,1.0,0.0,128.0,2.5,1,3,3
4,0,15.6,83,8,61,2.67,1,0,1,0,1920,1080,0,1,0,0.0,0.0,0.0,256.0,1.6,1,2,3
4,3,15.6,35,4,41,1.8,0,0,0,0,1366,768,1,0,0,0.0,0.0,500.0,0.0,1.6,1,2,3
10,3,15.6,106,12,53,2.2,0,0,1,0,1366,768,1,0,0,0.0,1.0,0.0,0.0,1.8,1,2,3
7,2,11.6,36,4,41,1.23,0,0,0,0,1366,768,0,0,1,16.0,0.0,0.0,0.0,1.6,1,2,0
10,2,11.6,41,4,43,1.59,0,1,0,0,1366,768,0,1,0,0.0,0.0,0.0,128.0,1.1,1,2,3
7,5,17.3,115,16,102,3.0,1,1,0,0,1920,1080,0,1,0,0.0,0.0,0.0,256.0,2.9,1,3,3
0,3,15.6,83,4,61,2.2,1,1,0,0,1920,1080,0,1,0,0.0,0.0,0.0,256.0,1.6,1,2,3
10,3,15.6,89,16,27,2.5,1,0,0,0,1920,1080,0,0,0,0.0,0.0,0.0,0.0,2.5,1,0,3
0,3,15.6,4,8,34,2.2,0,0,0,0,1366,768,0,1,0,0.0,0.0,0.0,256.0,2.7,0,0,3
7,3,15.6,74,8,53,1.86,1,0,0,0,1920,1080,1,0,0,0.0,1.0,0.0,0.0,2.5,1,2,3
2,1,17.3,92,16,79,2.73,1,0,0,0,1920,1080,1,1,0,0.0,1.0,0.0,512.0,2.6,1,3,3
2,1,15.6,92,8,79,2.2,1,0,0,0,1920,1080,1,0,0,0.0,1.0,0.0,0.0,2.6,1,3,3
16,4,13.3,68,8,47,1.2,0,0,0,0,1366,768,0,1,0,0.0,0.0,0.0,256.0,2.3,1,2,3
4,4,13.3,71,8,47,1.23,0,0,1,0,3200,1800,0,1,0,0.0,0.0,0.0,256.0,2.4,1,2,1
7,4,12.5,47,8,46,0.97,0,1,1,0,3840,2160,0,1,0,0.0,0.0,0.0,512.0,1.2,1,2,3
2,3,15.6,34,4,40,2.2,0,0,0,0,1366,768,1,0,0,0.0,0.0,500.0,0.0,1.6,1,2,3
12,0,11.6,37,4,43,1.16,1,1,1,0,1920,1080,0,1,0,0.0,0.0,0.0,32.0,1.1,1,2,3
4,4,15.6,83,8,61,1.88,1,1,0,0,1920,1080,0,1,0,0.0,0.0,0.0,256.0,1.6,1,2,3
17,3,13.3,27,4,41,1.35,1,0,0,0,1920,1080,0,0,1,32.0,0.0,0.0,0.0,1.44,1,2,3
7,3,15.6,15,6,6,2.1,1,0,0,0,1920,1080,1,1,0,0.0,1.0,0.0,128.0,3.0,0,0,3
16,3,15.6,74,8,53,2.0,0,0,0,0,1366,768,0,1,0,0.0,0.0,0.0,128.0,2.5,1,2,3
0,3,15.6,83,12,97,2.2,0,1,0,0,1366,768,1,0,0,0.0,1.0,0.0,0.0,1.6,1,3,3
17,3,14.0,37,4,43,1.3,1,1,0,0,1920,1080,0,0,1,32.0,0.0,0.0,0.0,1.1,1,2,3
15,4,15.0,97,8,53,1.17,1,0,0,0,1920,1080,0,1,0,0.0,0.0,0.0,256.0,2.7,1,2,3
10,3,15.6,74,8,24,1.9,1,0,0,0,1920,1080,1,1,0,0.0,1.0,0.0,128.0,2.5,1,0,3
7,3,15.6,74,8,53,1.86,1,0,0,0,1920,1080,0,1,0,0.0,0.0,0.0,256.0,2.5,1,2,3
10,0,14.0,74,8,53,1.7,1,0,1,0,1920,1080,0,1,0,0.0,0.0,0.0,256.0,2.5,1,2,3
7,3,15.6,56,4,47,1.86,1,0,0,0,1920,1080,1,0,0,0.0,0.0,500.0,0.0,2.0,1,2,3
4,0,15.6,76,8,53,2.3,1,1,1,0,1920,1080,0,1,0,0.0,0.0,0.0,256.0,2.7,1,2,3
10,2,11.6,36,4,41,1.25,0,0,0,0,1366,768,0,1,0,0.0,0.0,0.0,16.0,1.6,1,2,0
4,4,13.3,83,8,61,1.23,0,0,1,0,3200,1800,0,1,0,0.0,0.0,0.0,256.0,1.6,1,2,3
3,3,15.6,29,4,40,1.89,1,0,0,0,1920,1080,0,0,1,64.0,0.0,0.0,0.0,1.44,1,2,3
10,3,15.6,74,8,53,2.3,1,1,0,0,1920,1080,1,0,0,0.0,1.0,0.0,0.0,2.5,1,2,3
2,3,15.6,34,4,40,2.2,0,0,0,0,1366,768,1,0,0,0.0,0.0,500.0,0.0,1.6,1,2,3
11,1,17.3,92,8,90,2.6,1,0,0,0,1920,1080,0,1,0,0.0,0.0,0.0,256.0,2.6,1,3,3
4,3,15.6,97,8,30,2.36,0,0,0,0,1366,768,1,0,0,0.0,1.0,0.0,0.0,2.7,1,0,3
16,3,14.0,68,4,47,1.75,0,0,0,0,1366,768,1,0,0,0.0,0.0,500.0,0.0,2.3,1,2,3
10,1,15.6,102,16,76,2.5,1,1,0,0,1920,1080,1,1,0,0.0,1.0,0.0,256.0,2.8,1,3,3
10,1,15.6,102,16,79,3.2,1,1,0,0,1920,1080,1,1,0,0.0,1.0,0.0,256.0,2.8,1,3,3
16,3,13.3,68,4,47,1.2,1,0,0,0,1920,1080,0,1,0,0.0,0.0,0.0,128.0,2.3,1,2,3
7,1,17.3,102,12,80,3.35,1,0,0,0,1920,1080,1,1,0,0.0,1.0,0.0,256.0,2.8,1,3,3
7,3,15.6,56,4,47,1.91,1,0,0,0,1920,1080,0,1,0,0.0,0.0,0.0,128.0,2.0,1,2,3
7,4,12.5,74,4,53,1.26,1,0,0,0,1920,1080,1,0,0,0.0,0.0,500.0,0.0,2.5,1,2,3
7,5,17.3,102,8,101,3.14,1,0,0,0,1920,1080,1,0,0,0.0,0.0,500.0,0.0,2.8,1,3,3
2,4,15.6,102,16,76,1.8,1,0,0,0,1920,1080,0,1,0,0.0,0.0,0.0,512.0,2.8,1,3,3
16,3,15.6,89,16,68,2.4,1,1,0,0,1920,1080,0,1,0,0.0,0.0,0.0,256.0,2.5,1,3,3
11,1,15.6,77,8,75,2.2,1,0,0,0,1920,1080,0,1,0,0.0,0.0,0.0,256.0,2.5,1,3,3
0,3,14.0,59,4,53,1.8,1,1,0,0,1920,1080,0,1,0,0.0,0.0,0.0,128.0,2.4,1,2,3
4,3,14.0,79,8,53,1.6,1,0,0,0,1920,1080,0,1,0,0.0,0.0,0.0,256.0,2.8,1,2,3
7,3,15.6,4,6,7,2.1,1,0,0,0,1920,1080,1,0,0,0.0,1.0,0.0,0.0,2.7,0,0,3
4,4,14.0,99,8,53,1.6,1,0,0,0,1920,1080,0,1,0,0.0,0.0,0.0,256.0,2.8,1,2,1
4,5,15.6,94,8,101,2.0,1,1,0,0,1920,1080,0,1,0,0.0,0.0,0.0,256.0,2.7,1,3,3
10,3,15.6,74,8,4,1.9,1,0,0,0,1920,1080,1,1,0,0.0,1.0,0.0,128.0,2.5,1,0,3
7,3,15.6,56,4,6,2.1,1,0,0,0,1920,1080,1,0,0,0.0,1.0,0.0,0.0,2.0,1,0,3
10,3,15.6,74,8,53,1.95,1,1,0,0,1920,1080,0,1,0,0.0,0.0,0.0,256.0,2.5,1,2,3
10,4,14.0,106,8,35,1.75,1,1,0,0,1920,1080,0,1,0,0.0,0.0,0.0,256.0,1.8,1,0,3
10,0,14.0,89,4,47,1.8,1,1,1,0,1920,1080,0,1,0,0.0,0.0,0.0,128.0,2.5,1,2,3
4,0,13.3,81,8,52,1.24,0,0,1,0,3200,1800,0,1,0,0.0,0.0,0.0,256.0,1.2,1,2,3
10,3,15.6,70,4,86,2.3,1,1,0,0,1920,1080,1,0,0,0.0,1.0,0.0,0.0,2.3,1,3,3
2,1,17.3,103,32,82,4.7,1,0,0,0,1920,1080,1,1,0,0.0,1.0,0.0,512.0,2.9,1,3,3
7,4,12.5,89,8,47,1.26,1,0,0,0,1920,1080,0,1,0,0.0,0.0,0.0,256.0,2.5,1,2,3
7,3,15.6,74,8,69,2.04,1,0,0,0,1920,1080,0,1,0,0.0,0.0,0.0,256.0,2.5,1,3,3
7,3,14.0,112,8,42,1.94,0,0,0,0,1366,768,1,0,0,0.0,2.0,0.0,0.0,1.6,1,2,3
4,3,14.0,68,4,47,1.76,0,0,0,0,1366,768,1,0,0,0.0,0.0,500.0,0.0,2.3,1,2,3
10,0,15.6,89,4,47,1.8,1,1,1,0,1920,1080,0,1,0,0.0,0.0,0.0,256.0,2.5,1,2,3
4,1,17.3,102,32,80,4.42,1,1,0,0,1920,1080,1,1,0,0.0,1.0,0.0,256.0,2.8,1,3,3
2,3,15.6,74,8,53,2.37,1,0,0,0,1920,1080,0,1,0,0.0,0.0,0.0,256.0,2.5,1,2,3
14,1,17.3,103,32,82,3.49,0,0,1,0,3840,2160,0,1,0,0.0,0.0,0.0,0.0,2.9,1,3,3
10,1,15.6,92,8,88,2.6,1,1,0,0,1920,1080,1,1,0,0.0,1.0,0.0,128.0,2.6,1,3,3
7,0,11.6,37,8,43,1.4,0,0,1,0,1366,768,0,0,1,64.0,0.0,0.0,0.0,1.1,1,2,0
2,3,14.0,37,4,43,1.5,0,0,0,0,1366,768,0,0,1,32.0,0.0,0.0,0.0,1.1,1,2,3
4,3,15.6,78,8,53,1.9,0,0,0,0,1366,768,1,0,0,0.0,0.0,500.0,0.0,2.6,1,2,3
4,3,13.3,56,4,47,1.65,0,0,0,0,1366,768,1,0,0,0.0,0.0,500.0,0.0,2.0,1,2,3
7,3,15.6,112,4,42,1.86,1,0,0,0,1920,1080,0,1,0,0.0,0.0,0.0,256.0,1.6,1,2,3
2,3,15.6,110,8,44,2.0,0,0,0,0,1920,1080,0,1,0,0.0,0.0,0.0,128.0,1.1,1,2,3
4,1,15.6,102,16,76,2.62,1,0,0,0,1920,1080,1,1,0,0.0,1.0,0.0,256.0,2.8,1,3,3
11,1,17.3,93,16,91,4.14,1,0,0,0,1920,1080,1,1,0,0.0,1.0,0.0,128.0,2.7,1,3,3
7,3,15.6,14,4,6,2.1,1,0,0,0,1920,1080,1,0,0,0.0,1.0,0.0,0.0,3.0,0,0,3
7,3,15.6,89,8,47,1.96,1,0,0,0,1920,1080,0,1,0,0.0,0.0,0.0,256.0,2.5,1,2,3
10,3,15.6,74,8,72,2.2,0,0,0,0,1366,768,1,0,0,0.0,2.0,0.0,0.0,2.5,1,3,0
4,1,15.6,77,8,75,2.65,1,0,0,0,1920,1080,1,0,0,0.0,1.0,0.0,0.0,2.5,1,3,3
11,1,18.4,95,32,62,4.4,1,0,0,0,1920,1080,1,1,0,0.0,1.0,0.0,512.0,2.9,1,3,3
10,3,15.6,74,8,53,2.2,1,0,0,0,1920,1080,0,1,0,0.0,0.0,0.0,256.0,2.5,1,2,0
0,3,17.3,83,8,98,3.0,1,1,0,0,1920,1080,0,1,0,0.0,0.0,0.0,256.0,1.6,1,3,3
7,3,15.6,8,4,16,1.86,0,0,0,0,1366,768,1,0,0,0.0,0.0,500.0,0.0,2.5,0,0,3
10,3,15.6,56,4,47,2.2,1,0,0,0,1920,1080,0,1,0,0.0,0.0,0.0,256.0,2.0,1,2,0
4,3,15.6,74,4,22,2.18,1,0,0,0,1920,1080,0,1,0,0.0,0.0,0.0,128.0,2.5,1,0,1
7,4,15.6,106,8,85,1.83,1,1,0,0,1920,1080,0,1,0,0.0,0.0,0.0,256.0,1.8,1,3,3
12,3,13.3,30,4,40,1.35,1,1,0,0,1920,1080,0,0,1,32.0,0.0,0.0,0.0,1.44,1,2,3
10,3,14.0,68,8,47,2.02,1,0,0,0,1920,1080,0,1,0,0.0,0.0,0.0,256.0,2.3,1,2,3
4,3,15.6,83,8,6,2.2,1,0,0,0,1920,1080,1,0,0,0.0,1.0,0.0,0.0,1.6,1,0,1
4,1,15.6,92,16,89,2.72,0,1,1,0,3840,2160,1,1,0,0.0,1.0,0.0,128.0,2.6,1,3,3
7,3,15.6,56,4,6,2.1,1,0,0,0,1920,1080,1,1,0,0.0,1.0,0.0,128.0,2.0,1,0,3
7,3,14.0,68,4,47,1.54,1,0,0,0,1920,1080,0,1,0,0.0,0.0,0.0,256.0,2.3,1,2,3
10,3,15.6,89,8,21,2.32,1,0,0,0,1920,1080,0,0,0,0.0,0.0,0.0,0.0,2.5,1,0,3
10,1,15.6,23,16,33,2.5,1,1,0,0,1920,1080,1,1,0,0.0,1.0,0.0,512.0,2.1,0,0,3
15,4,15.0,97,16,72,1.23,1,0,0,0,1920,1080,0,1,0,0.0,0.0,0.0,256.0,2.7,1,3,3
10,1,17.3,92,16,93,4.6,1,1,0,0,1920,1080,1,1,0,0.0,1.0,0.0,128.0,2.6,1,3,3
4,4,13.3,98,8,58,1.23,0,0,1,0,3200,1800,0,1,0,0.0,0.0,0.0,256.0,2.4,1,2,3
10,0,13.9,97,8,53,1.38,1,1,1,0,1920,1080,0,1,0,0.0,0.0,0.0,256.0,2.7,1,2,3
4,1,17.3,102,32,80,4.42,1,1,0,0,1920,1080,1,1,0,0.0,1.0,0.0,512.0,2.8,1,3,3
7,3,14.0,83,8,53,1.63,1,0,0,0,1920,1080,0,1,0,0.0,0.0,0.0,256.0,1.6,1,2,3
10,5,15.6,99,16,72,2.3,0,1,0,0,3840,2160,0,1,0,0.0,0.0,0.0,512.0,2.8,1,3,3
2,1,15.6,24,8,36,2.45,1,0,0,0,1920,1080,1,0,0,0.0,1.0,0.0,0.0,3.0,0,0,3
4,3,15.6,102,16,75,2.06,1,0,0,0,1920,1080,0,1,0,0.0,0.0,0.0,512.0,2.8,1,3,3
2,3,15.6,37,8,43,2.0,0,0,0,0,1366,768,1,0,0,0.0,1.0,0.0,0.0,1.1,1,2,3
4,4,14.0,99,8,40,1.36,1,0,0,0,1920,1080,0,1,0,0.0,0.0,0.0,512.0,2.8,1,2,3
0,3,15.6,56,4,72,2.23,1,0,0,0,1920,1080,1,0,0,0.0,1.0,0.0,0.0,2.0,1,3,3
1,4,13.3,65,8,58,1.37,0,1,0,1,2560,1600,0,1,0,0.0,0.0,0.0,128.0,2.3,1,2,2
0,3,15.6,74,4,53,2.4,0,0,0,0,1366,768,1,0,0,0.0,0.0,500.0,0.0,2.5,1,2,3
2,1,15.6,102,8,75,1.99,1,0,0,0,1920,1080,1,1,0,0.0,1.0,0.0,128.0,2.8,1,3,3
2,3,15.6,14,4,22,2.03,0,0,0,0,1366,768,1,0,0,0.0,1.0,0.0,0.0,3.0,0,0,3
4,0,13.3,106,16,61,1.62,1,0,1,0,1920,1080,0,1,0,0.0,0.0,0.0,512.0,1.8,1,2,3
7,3,15.6,74,8,53,1.86,1,0,0,0,1920,1080,0,1,0,0.0,0.0,0.0,256.0,2.5,1,2,0
7,4,13.3,89,8,47,1.16,1,0,0,0,1920,1080,0,1,0,0.0,0.0,0.0,512.0,2.5,1,2,3
7,3,15.6,97,8,7,1.91,1,0,0,0,1920,1080,0,1,0,0.0,0.0,0.0,256.0,2.7,1,0,3
0,3,15.6,54,4,47,2.4,0,0,0,0,1366,768,1,0,0,0.0,0.0,500.0,0.0,2.0,1,2,1
13,4,13.5,99,8,58,1.252,0,0,1,0,2256,1504,0,1,0,0.0,0.0,0.0,256.0,2.8,1,2,3
4,3,15.6,78,16,53,1.93,1,0,0,0,1920,1080,0,1,0,0.0,0.0,0.0,512.0,2.6,1,2,3
2,0,13.3,83,8,53,1.1,1,0,1,0,1920,1080,0,1,0,0.0,0.0,0.0,256.0,1.6,1,2,3
13,4,13.5,100,16,58,1.25,0,0,1,0,2256,1504,0,1,0,0.0,0.0,0.0,512.0,2.5,1,2,3
3,3,12.3,41,6,43,1.4,0,1,0,1,2736,1824,0,0,1,64.0,0.0,0.0,0.0,1.1,1,2,3
0,1,15.6,77,8,75,2.5,1,1,0,0,1920,1080,0,1,0,0.0,0.0,0.0,256.0,2.5,1,3,3
7,3,14.0,74,4,53,1.48,1,0,0,0,1920,1080,0,1,0,0.0,0.0,0.0,256.0,2.5,1,2,3
10,1,15.6,102,16,79,2.4,1,0,0,0,1920,1080,0,1,0,0.0,0.0,0.0,512.0,2.8,1,3,0
10,0,13.3,74,8,53,1.37,1,1,1,0,1920,1080,0,1,0,0.0,0.0,0.0,512.0,2.5,1,2,3
10,3,17.3,56,4,47,2.8,1,0,0,0,1920,1080,1,0,0,0.0,0.0,500.0,0.0,2.0,1,2,0
2,1,17.3,102,16,80,2.9,1,0,0,0,1920,1080,1,1,0,0.0,1.0,0.0,256.0,2.8,1,3,3
16,3,13.3,68,8,47,1.2,1,0,0,0,1920,1080,0,1,0,0.0,0.0,0.0,256.0,2.3,1,2,3
7,4,15.6,106,8,53,1.91,1,0,0,0,1920,1080,0,1,0,0.0,0.0,0.0,256.0,1.8,1,2,3
7,4,13.3,97,8,53,1.11,1,1,1,0,1920,1080,0,1,0,0.0,0.0,0.0,256.0,2.7,1,2,3
10,3,11.6,37,2,43,1.15,0,0,0,0,1366,768,0,0,1,32.0,0.0,0.0,0.0,1.1,1,2,3
0,3,14.0,56,8,47,2.1,0,0,0,0,1366,768,1,0,0,0.0,1.0,0.0,0.0,2.0,1,2,3
4,1,17.3,102,32,80,4.36,0,0,0,0,3840,2160,1,1,0,0.0,1.0,0.0,0.0,2.8,1,3,3
4,3,15.6,78,4,53,1.93,0,0,0,0,1366,768,1,0,0,0.0,0.0,500.0,0.0,2.6,1,2,1
7,3,15.6,59,4,53,2.04,0,0,0,0,1366,768,0,1,0,0.0,0.0,0.0,256.0,2.4,1,2,3
0,3,15.6,56,4,47,2.1,0,0,0,0,1366,768,1,0,0,0.0,1.0,0.0,0.0,2.0,1,2,3
7,4,12.5,71,8,47,1.26,0,0,0,0,1366,768,0,1,0,0.0,0.0,0.0,256.0,2.4,1,2,3
0,2,11.6,36,4,41,1.25,0,1,0,0,1366,768,0,0,1,32.0,0.0,0.0,0.0,1.6,1,2,0
10,3,15.6,113,4,44,2.2,0,0,0,0,1366,768,1,0,0,0.0,1.0,0.0,0.0,1.1,1,2,0
2,1,17.3,102,8,75,3.0,1,0,0,0,1920,1080,1,0,0,0.0,1.0,0.0,0.0,2.8,1,3,3
7,3,15.6,68,8,47,1.88,1,0,0,0,1920,1080,0,1,0,0.0,0.0,0.0,256.0,2.3,1,2,3
7,5,17.3,79,8,101,3.14,0,0,0,0,1600,900,1,0,0,0.0,0.0,500.0,0.0,2.8,1,3,3
11,1,17.3,94,16,93,3.78,1,0,0,0,1920,1080,1,1,0,0.0,1.0,0.0,256.0,2.7,1,3,3
11,1,15.6,102,16,79,1.8,1,0,0,0,1920,1080,1,1,0,0.0,1.0,0.0,256.0,2.8,1,3,3
7,0,13.3,74,4,53,1.28,1,0,1,0,1920,1080,0,1,0,0.0,0.0,0.0,256.0,2.5,1,2,3
7,4,14.0,89,8,47,1.54,1,0,0,0,1920,1080,0,1,0,0.0,0.0,0.0,512.0,2.5,1,2,3
4,4,13.3,97,8,53,1.29,0,0,1,0,3200,1800,0,1,0,0.0,0.0,0.0,256.0,2.7,1,2,3
10,4,14.0,97,16,53,1.7,1,0,0,0,1920,1080,0,1,0,0.0,0.0,0.0,512.0,2.7,1,2,3
0,0,13.3,68,8,47,1.6,1,1,1,0,1920,1080,0,1,0,0.0,0.0,0.0,256.0,2.3,1,2,3
7,3,17.3,106,16,98,2.9,1,1,0,0,1920,1080,1,0,0,0.0,1.0,0.0,0.0,1.8,1,3,3
4,3,17.3,101,8,79,4.42,1,1,0,0,1920,1080,1,0,0,0.0,1.0,0.0,0.0,2.7,1,3,3
11,1,17.3,92,16,79,2.43,0,1,0,0,3840,2160,1,1,0,0.0,2.0,0.0,512.0,2.6,1,3,3
4,0,15.0,59,4,53,2.08,1,0,1,0,1920,1080,1,0,0,0.0,0.0,500.0,0.0,2.4,1,2,3
7,3,15.6,56,4,47,1.86,0,0,0,0,1366,768,1,0,0,0.0,1.0,0.0,0.0,2.0,1,2,0
0,3,15.6,60,4,97,2.2,1,0,0,0,1920,1080,0,1,0,0.0,0.0,0.0,256.0,2.7,1,3,3
7,2,11.6,36,2,41,1.17,0,0,0,0,1366,768,0,0,1,32.0,0.0,0.0,0.0,1.6,1,2,3
10,3,15.6,54,4,47,2.1,0,0,0,0,1366,768,0,1,0,0.0,0.0,0.0,128.0,2.0,1,2,3
7,3,13.3,83,4,61,1.49,1,1,0,0,1920,1080,1,0,0,0.0,0.0,500.0,0.0,1.6,1,2,3
4,3,15.6,74,8,24,2.24,1,0,0,0,1920,1080,1,0,0,0.0,1.0,0.0,0.0,2.5,1,0,3
10,3,15.6,18,4,13,2.2,0,0,0,0,1366,768,1,0,0,0.0,0.0,500.0,0.0,2.2,0,0,3
0,3,15.6,74,8,86,2.4,1,0,0,0,1920,1080,1,1,0,0.0,1.0,0.0,256.0,2.5,1,3,3
10,3,15.6,42,8,42,2.2,0,0,0,0,1366,768,1,0,0,0.0,1.0,0.0,0.0,1.6,1,2,0
7,3,14.0,106,8,69,1.63,1,0,0,0,1920,1080,0,1,0,0.0,0.0,0.0,256.0,1.8,1,3,3
2,3,15.6,56,4,47,2.0,1,0,0,0,1920,1080,0,1,0,0.0,0.0,0.0,256.0,2.0,1,2,1
16,4,13.3,97,32,53,1.05,1,0,1,0,1920,1080,0,1,0,0.0,0.0,0.0,512.0,2.7,1,2,3
11,1,17.3,77,8,75,2.7,1,0,0,0,1920,1080,1,1,0,0.0,1.0,0.0,128.0,2.5,1,3,3
7,5,15.6,92,8,100,2.0,1,0,0,0,1920,1080,0,1,0,0.0,0.0,0.0,256.0,2.6,1,3,3
4,3,15.6,77,8,75,2.06,0,0,1,0,3840,2160,0,1,0,0.0,0.0,0.0,256.0,2.5,1,3,3
10,3,15.6,37,4,43,2.2,0,0,0,0,1366,768,1,0,0,0.0,1.0,0.0,0.0,1.1,1,2,3
0,3,15.6,36,4,41,2.4,0,0,0,0,1366,768,1,0,0,0.0,0.0,500.0,0.0,1.6,1,2,1
4,3,15.6,106,8,7,2.2,1,0,0,0,1920,1080,1,1,0,0.0,2.0,0.0,128.0,1.8,1,0,3
2,3,15.6,97,8,89,2.0,0,1,0,0,3840,2160,1,1,0,0.0,1.0,0.0,256.0,2.7,1,3,3
4,4,13.3,106,8,61,1.21,1,1,0,0,1920,1080,0,1,0,0.0,0.0,0.0,256.0,1.8,1,2,3
7,3,15.6,56,4,47,1.86,0,0,0,0,1366,768,1,0,0,0.0,0.0,500.0,0.0,2.0,1,2,3
10,3,14.0,36,4,40,1.43,0,0,0,0,1366,768,0,0,1,32.0,0.0,0.0,0.0,1.6,1,2,3
4,0,13.3,83,8,61,1.62,1,0,1,0,1920,1080,0,1,0,0.0,0.0,0.0,256.0,1.6,1,2,3
4,0,13.3,106,8,61,1.62,1,0,1,0,1920,1080,0,1,0,0.0,0.0,0.0,256.0,1.8,1,2,3
14,4,12.5,96,16,53,1.29,0,1,1,0,3840,2160,0,1,0,0.0,0.0,0.0,512.0,2.5,1,2,3
7,3,17.3,56,8,47,2.65,0,0,0,0,1600,900,1,0,0,0.0,1.0,0.0,0.0,2.0,1,2,3
16,3,15.6,57,4,47,2.1,0,0,0,0,1366,768,0,1,0,0.0,0.0,0.0,128.0,2.1,1,2,3
10,3,15.6,74,4,53,2.2,1,0,0,0,1920,1080,0,1,0,0.0,0.0,0.0,128.0,2.5,1,2,0
