Company,TypeName,Inches,Cpu,Ram,Gpu,Weight,IsFullHD,IsIPS,IsTouchscreen,IsRetina,ResolutionWidth,ResolutionHeight,IsHDD,IsSSD,IsFlashStorage,FlashStorage,MemorySizeHDD_TB,MemorySizeHDD_GB,MemorySizeSSD,CpuSpeed,CpuBrand,GpuBrand,OperatingSystem,Price
10,0,15.6,102,8,55,2.0,1,1,1,0,1920,1080,0,1,0,0.0,0.0,0.0,256.0,2.8,1,2,3,69210
2,1,17.3,92,16,93,4.3,1,1,0,0,1920,1080,1,1,0,0.0,1.0,0.0,128.0,2.6,1,3,3,122490
4,1,17.3,102,16,80,4.42,1,1,0,0,1920,1080,1,1,0,0.0,1.0,0.0,128.0,2.8,1,3,3,160520
2,4,12.5,97,16,53,0.91,1,0,0,0,1920,1080,0,1,0,0.0,0.0,0.0,512.0,2.7,1,2,3,103896
10,3,15.6,7,4,15,2.19,0,0,0,0,1366,768,1,0,0,0.0,0.0,500.0,0.0,2.0,0,0,3,15877
11,1,17.3,102,16,79,2.7,1,0,0,0,1920,1080,1,1,0,0.0,1.0,0.0,256.0,2.8,1,3,3,85141
0,3,15.6,74,4,53,2.1,0,0,0,0,1366,768,0,1,0,0.0,0.0,0.0,256.0,2.5,1,2,3,31914
4,3,15.6,34,2,40,2.2,0,0,0,0,1366,768,1,0,0,0.0,0.0,500.0,0.0,1.6,1,2,3,20193
4,3,14.0,74,8,54,1.6,1,0,0,0,1920,1080,0,1,0,0.0,0.0,0.0,128.0,2.5,1,2,3,59620
4,3,14.0,79,8,69,1.64,1,0,0,0,1920,1080,0,1,0,0.0,0.0,0.0,256.0,2.8,1,3,3,62817
4,3,15.6,106,16,7,2.2,1,0,0,0,1920,1080,1,1,0,0.0,2.0,0.0,256.0,1.8,1,0,3,60472
10,4,14.0,97,8,53,1.13,1,1,0,0,1920,1080,0,1,0,0.0,0.0,0.0,512.0,2.7,1,2,3,133146
2,3,14.0,97,8,53,2.0,1,0,0,0,1920,1080,0,1,0,0.0,0.0,0.0,256.0,2.7,1,2,3,58288
2,3,17.3,106,8,63,2.1,1,0,0,0,1920,1080,1,1,0,0.0,1.0,0.0,128.0,1.8,1,3,3,61005
4,5,15.6,94,16,108,2.17,1,1,0,0,1920,1080,0,1,0,0.0,0.0,0.0,512.0,2.7,1,3,3,124568
4,4,13.3,100,16,58,1.29,0,0,1,0,3200,1800,0,1,0,0.0,0.0,0.0,512.0,2.5,1,2,3,119347
4,1,17.3,102,16,79,4.42,1,1,0,0,1920,1080,1,1,0,0.0,1.0,0.0,256.0,2.8,1,3,3,130873
16,4,13.3,89,16,47,1.2,1,0,0,0,1920,1080,0,1,0,0.0,0.0,0.0,512.0,2.5,1,2,3,93080
10,3,13.3,74,8,53,1.44,1,0,0,0,1920,1080,0,1,0,0.0,0.0,0.0,256.0,2.5,1,2,3,50562
10,0,14.0,97,8,53,1.42,0,0,1,0,2560,1440,0,1,0,0.0,0.0,0.0,256.0,2.7,1,2,3,137995
10,4,14.0,74,8,53,1.32,1,1,0,0,1920,1080,0,1,0,0.0,0.0,0.0,256.0,2.5,1,2,3,79866
10,3,15.6,116,32,104,2.5,0,1,0,0,3840,2160,0,1,0,0.0,0.0,0.0,0.0,3.1,1,3,3,261018
7,3,14.0,89,8,47,1.43,1,0,0,0,1920,1080,0,1,0,0.0,0.0,0.0,256.0,2.5,1,2,3,118761
4,3,15.6,83,8,7,2.2,1,0,0,0,1920,1080,0,1,0,0.0,0.0,0.0,256.0,1.6,1,0,3,42486
2,1,15.6,92,16,80,2.34,1,1,0,0,1920,1080,1,1,0,0.0,1.0,0.0,256.0,2.6,1,3,3,123876
17,3,14.0,27,2,41,1.45,0,0,0,0,1366,768,0,0,1,32.0,0.0,0.0,0.0,1.44,1,2,3,11231
7,4,12.5,97,8,53,1.26,1,0,0,0,1920,1080,0,1,0,0.0,0.0,0.0,256.0,2.7,1,2,3,71128
1,4,13.3,62,8,51,1.35,0,0,0,0,1440,900,0,0,1,256.0,0.0,0.0,0.0,1.6,1,2,2,53173
11,1,17.3,102,16,76,2.7,1,0,0,0,1920,1080,1,1,0,0.0,1.0,0.0,256.0,2.8,1,3,3,79536
11,1,17.3,102,16,80,2.9,1,0,0,0,1920,1080,1,1,0,0.0,1.0,0.0,512.0,2.8,1,3,3,128671
7,4,13.3,97,16,53,1.3,0,1,0,0,3840,2160,0,1,0,0.0,0.0,0.0,512.0,2.7,1,2,3,109170
16,3,14.0,68,4,47,1.75,0,1,0,0,1366,768,0,1,0,0.0,0.0,0.0,128.0,2.3,1,2,3,54345
12,3,13.3,41,4,43,1.2,1,1,0,0,1920,1080,0,1,0,0.0,0.0,0.0,32.0,1.1,1,2,3,19660
11,1,17.3,102,16,79,2.43,1,0,0,0,1920,1080,1,1,0,0.0,1.0,0.0,256.0,2.8,1,3,3,109165
7,1,17.3,70,8,90,2.75,1,1,0,0,1920,1080,1,1,0,0.0,1.0,0.0,128.0,2.3,1,3,3,74538
10,3,15.6,97,4,66,2.2,1,0,0,0,1920,1080,1,0,0,0.0,1.0,0.0,0.0,2.7,1,3,3,42570
7,0,11.6,113,4,44,1.45,0,0,1,0,1366,768,0,1,0,0.0,0.0,0.0,256.0,1.1,1,2,3,41292
10,3,15.6,74,6,53,2.2,1,0,0,0,1920,1080,0,1,0,0.0,0.0,0.0,256.0,2.5,1,2,3,30849
16,3,13.3,71,8,47,1.2,1,0,0,0,1920,1080,0,1,0,0.0,0.0,0.0,256.0,2.4,1,2,3,81784
10,0,14.0,91,16,47,2.8,0,1,1,0,2560,1440,0,1,0,0.0,0.0,0.0,512.0,2.6,1,2,3,130003
4,3,15.6,56,4,24,2.2,0,0,0,0,1366,768,1,0,0,0.0,1.0,0.0,0.0,2.0,1,0,3,29073
4,3,14.0,74,8,53,1.6,0,0,0,0,1366,768,0,1,0,0.0,0.0,0.0,256.0,2.5,1,2,3,60031
4,0,13.3,106,8,61,1.62,1,1,1,0,1920,1080,1,0,0,0.0,1.0,0.0,0.0,1.8,1,2,3,44701
10,3,15.6,56,8,47,2.2,0,0,0,0,1366,768,0,1,0,0.0,0.0,0.0,128.0,2.0,1,2,3,31381
4,4,13.3,106,8,61,1.2,0,0,1,0,3200,1800,0,1,0,0.0,0.0,0.0,256.0,1.8,1,2,3,74538
7,4,15.6,89,8,47,1.88,1,0,0,0,1920,1080,0,1,0,0.0,0.0,0.0,256.0,2.5,1,2,3,115709
10,3,14.0,74,4,53,1.87,1,0,0,0,1920,1080,1,0,0,0.0,0.0,500.0,0.0,2.5,1,2,3,41824
2,1,15.6,102,16,76,2.5,1,1,0,0,1920,1080,1,1,0,0.0,1.0,0.0,256.0,2.8,1,3,3,85248
4,1,15.6,102,8,76,2.62,1,1,0,0,1920,1080,1,1,0,0.0,1.0,0.0,128.0,2.8,1,3,3,61751
9,4,15.6,106,8,53,1.09,1,1,0,0,1920,1080,0,1,0,0.0,0.0,0.0,512.0,1.8,1,2,3,122490
2,3,17.3,113,4,66,2.8,0,0,0,0,1366,768,1,0,0,0.0,1.0,0.0,0.0,1.1,1,3,3,24828
5,3,15.6,74,8,53,2.2,0,0,0,0,1366,768,1,0,0,0.0,1.0,0.0,0.0,2.5,1,2,3,39373
10,3,15.6,106,8,61,2.05,1,0,0,0,1920,1080,0,1,0,0.0,0.0,0.0,256.0,1.8,1,2,3,46886
0,3,15.6,11,4,17,2.4,0,0,0,0,1366,768,1,0,0,0.0,0.0,500.0,0.0,2.2,0,0,3,20619
2,1,17.3,102,16,79,2.73,1,0,0,0,1920,1080,1,1,0,0.0,1.0,0.0,256.0,2.8,1,3,3,109218
10,3,15.6,89,4,47,2.32,1,0,0,0,1920,1080,0,0,0,0.0,0.0,0.0,0.0,2.5,1,2,3,43956
10,3,15.6,97,8,53,1.99,1,1,0,0,1920,1080,0,1,0,0.0,0.0,0.0,512.0,2.7,1,2,3,92121
7,4,13.3,97,8,53,1.39,0,0,1,0,3200,1800,0,1,0,0.0,0.0,0.0,256.0,2.7,1,2,3,61218
10,4,14.0,97,16,53,1.13,0,1,0,0,2560,1440,0,1,0,0.0,0.0,0.0,0.0,2.7,1,2,3,139860
4,0,17.3,83,12,63,2.77,1,0,1,0,1920,1080,1,0,0,0.0,1.0,0.0,0.0,1.6,1,3,3,53226
